Row ID,Product ID,Sales,Quantity,Discount,Profit
2886,FUR-CH-10003396,307.92,5,0.2,-34.641
2887,OFF-AR-10003811,6.63,3,0,1.7901
2888,OFF-PA-10003172,12.96,2,0,6.2208
2889,OFF-PA-10000289,32.4,5,0,15.552
2890,OFF-PA-10000791,23.85,5,0,10.7325
2891,FUR-CH-10002304,51.96,2,0,12.99
2892,OFF-BI-10000136,17.94,3,0,8.6112
2893,OFF-PA-10003739,11.56,2,0,5.6644
2894,OFF-PA-10002479,26.4,5,0,11.88
2895,FUR-FU-10000771,69.08,11,0,29.0136
2896,TEC-PH-10001552,35.88,3,0,10.0464
2897,OFF-AR-10001915,49.65,5,0,20.853
2898,TEC-CO-10000971,959.968,4,0.2,119.996
2899,FUR-CH-10004086,408.422,2,0.3,-5.8346
2900,TEC-CO-10000971,479.984,2,0.2,59.998
2901,OFF-LA-10001317,12.6,4,0,6.048
2902,OFF-PA-10003656,184.66,7,0,84.9436
2903,OFF-PA-10002160,23.12,5,0.2,8.381
2904,OFF-PA-10000575,37.464,7,0.2,12.1758
2905,FUR-CH-10003981,539.658,3,0.3,-7.7094
2906,OFF-ST-10002615,310.12,2,0,80.6312
2907,OFF-PA-10000327,8.56,2,0,3.852
2908,OFF-ST-10001325,52.4,5,0,14.148
2909,OFF-LA-10001771,14.94,3,0,6.8724
2910,OFF-FA-10004968,11.22,3,0,0.2244
2911,OFF-AP-10000576,387.136,4,0.2,24.196
2912,OFF-EN-10003286,41.4,5,0,19.458
2913,OFF-AR-10003772,35,4,0,10.5
2914,OFF-BI-10002852,39.552,3,0.2,14.3376
2915,TEC-PH-10002890,135.72,3,0,35.2872
2916,OFF-BI-10001308,12.56,2,0,5.652
2917,TEC-PH-10001750,263.96,4,0,71.2692
2918,OFF-AR-10003338,5.952,1,0.2,0.372
2919,OFF-FA-10002763,15.8,5,0.2,2.37
2920,FUR-FU-10002088,14.368,2,0.2,3.9512
2921,FUR-FU-10003976,70.448,7,0.2,12.3284
2922,OFF-ST-10001511,129.3,2,0,6.465
2923,OFF-BI-10000301,3.882,3,0.8,-5.823
2924,OFF-FA-10003495,6.08,1,0,3.04
2925,OFF-AP-10001303,19.9,1,0,8.955
2926,FUR-FU-10002116,70.71,1,0,4.9497
2927,FUR-FU-10000771,18.84,3,0,7.9128
2928,OFF-AR-10002255,8.64,3,0,2.5056
2929,OFF-BI-10004995,1633.188,4,0.7,-1306.5504
2930,FUR-FU-10002597,19.76,4,0,8.2992
2931,OFF-BI-10004970,6.608,2,0.2,2.2302
2932,OFF-BI-10002557,7.28,2,0.2,2.73
2933,FUR-CH-10000785,144.784,1,0.2,10.8588
2934,TEC-PH-10002310,156.792,1,0.2,13.7193
2935,TEC-PH-10002834,431.976,3,0.2,26.9985
2936,OFF-EN-10000927,35.89,1,0,16.1505
2937,OFF-BI-10001636,47.208,7,0.2,15.3426
2938,OFF-PA-10001736,248.08,7,0,116.5976
2939,OFF-PA-10000482,189.7,5,0,89.159
2940,OFF-BI-10001658,59.808,3,0.2,19.4376
2941,FUR-CH-10000422,90.99,1,0,14.5584
2942,FUR-CH-10004675,1526.56,7,0,427.4368
2943,FUR-CH-10002880,368.97,3,0,40.5867
2944,OFF-ST-10000675,305.01,9,0,76.2525
2945,FUR-FU-10002685,18.7,1,0,7.106
2946,FUR-FU-10004020,38.29,7,0,16.4647
2947,FUR-FU-10004963,26.25,3,0,11.025
2948,OFF-BI-10000174,64.96,14,0.2,22.736
2949,OFF-EN-10000461,43.7,5,0,20.539
2950,TEC-AC-10001266,41.6,4,0.2,13
2951,OFF-PA-10002160,23.12,5,0.2,8.381
2952,FUR-CH-10004875,113.888,2,0.2,9.9652
2953,FUR-FU-10000305,113.568,2,0.2,-5.6784
2954,TEC-PH-10000347,7.92,2,0.2,0.693
2955,TEC-PH-10001459,671.984,2,0.2,50.3988
2956,TEC-PH-10000439,39.99,1,0,11.5971
2957,FUR-CH-10002647,191.646,3,0.1,31.941
2958,OFF-BI-10003910,2.313,1,0.7,-1.9275
2959,OFF-BI-10001097,19.936,4,0.2,7.2268
2960,OFF-FA-10004854,45.92,4,0,21.5824
2961,OFF-PA-10003673,20.34,3,0,9.3564
2962,OFF-LA-10002034,39.28,8,0,19.2472
2963,FUR-CH-10002774,81.568,2,0.2,9.1764
2964,FUR-CH-10003817,97.184,2,0.2,6.074
2965,OFF-BI-10002949,24.32,5,0.2,8.208
2966,FUR-FU-10002445,18.96,2,0,7.584
2967,FUR-FU-10001473,32.952,6,0.6,-19.7712
2968,OFF-ST-10002562,30.016,4,0.2,3.0016
2969,OFF-AP-10002118,499.584,3,0.2,43.7136
2970,OFF-PA-10001800,31.104,6,0.2,10.8864
2971,OFF-BI-10002827,13.272,8,0.7,-10.6176
2972,FUR-FU-10004671,28.272,2,0.2,6.3612
2973,OFF-ST-10000736,259.136,4,0.2,-51.8272
2974,OFF-BI-10004656,10.8,5,0,5.184
2975,FUR-TA-10001095,244.006,2,0.3,-31.3722
2976,OFF-PA-10000213,15.936,4,0.2,5.3784
2977,FUR-CH-10001797,188.552,7,0.3,-2.6936
2978,OFF-ST-10002214,22.58,2,0,5.8708
2979,FUR-CH-10000422,545.94,6,0,87.3504
2980,OFF-PA-10003848,20.736,4,0.2,7.2576
2981,FUR-FU-10003623,43.296,2,0.2,4.3296
2982,FUR-CH-10001797,123.136,4,0.2,13.8528
2983,OFF-BI-10003094,11.264,4,0.2,3.8016
2984,OFF-ST-10002205,53.424,3,0.2,4.6746
2985,FUR-TA-10003238,275.49,1,0.5,-170.8038
2986,FUR-FU-10000755,24.96,4,0,6.24
2987,OFF-PA-10002893,19.36,2,0,9.2928
2988,OFF-ST-10000689,1267.65,9,0,152.118
2989,TEC-AC-10004227,12.99,1,0,0.7794
2990,OFF-BI-10000174,18.56,4,0.2,6.496
2991,OFF-ST-10001809,449.15,5,0,8.983
2992,OFF-BI-10002309,31.248,7,0.2,10.9368
2993,OFF-AP-10004532,61.44,3,0,16.5888
2994,OFF-BI-10003091,895.92,4,0,421.0824
2995,OFF-BI-10004654,55.36,4,0.2,18.684
2996,OFF-ST-10000760,55.92,5,0.2,6.291
2997,OFF-EN-10001539,24.896,4,0.2,8.4024
2998,FUR-FU-10000550,3.984,1,0.2,0.6474
2999,TEC-AC-10003628,95.968,4,0.2,28.7904
3000,TEC-MA-10004521,206.991,3,0.7,-172.4925
3001,OFF-AP-10003860,44.416,2,0.2,3.8864
3002,OFF-BI-10000069,9.006,2,0.7,-7.2048
3003,OFF-BI-10003655,19,5,0,8.93
3004,OFF-BI-10001628,33.376,4,0.2,10.43
3005,OFF-AP-10003779,207.48,1,0,62.244
3006,OFF-BI-10000666,91.68,3,0,45.84
3007,OFF-AP-10000828,904.9,5,0,253.372
3008,OFF-BI-10002706,34.272,3,0.2,11.1384
3009,FUR-FU-10004748,191.82,3,0,74.8098
3010,OFF-AP-10000026,243.88,5,0.2,27.4365
3011,OFF-BI-10000773,12.03,5,0.7,-9.223
3012,TEC-MA-10000822,2549.985,5,0.7,-3399.98
3013,OFF-BI-10001543,21.594,2,0.7,-15.8356
3014,OFF-BI-10003355,8.964,6,0.7,-6.5736
3015,OFF-PA-10002005,20.736,4,0.2,7.2576
3016,FUR-TA-10004154,344.22,2,0.4,-103.266
3017,OFF-ST-10002743,727.296,8,0.2,-172.7328
3018,FUR-FU-10004973,22.608,3,0.6,-10.1736
3019,TEC-AC-10002842,666.4,7,0.2,-33.32
3020,OFF-FA-10002701,5.04,3,0,0.2016
3021,OFF-PA-10001125,92.94,3,0,41.823
3022,FUR-FU-10004090,66.69,3,0,22.0077
3023,OFF-BI-10001510,91.68,5,0.2,28.65
3024,FUR-BO-10002202,327.7328,2,0.32,-14.4588
3025,OFF-BI-10001922,52.272,11,0.2,17.6418
3026,OFF-PA-10001667,17.94,3,0,8.073
3027,FUR-FU-10001488,254.352,3,0.2,0
3028,OFF-BI-10002799,8.288,2,0.2,2.6936
3029,FUR-CH-10003846,504.9,5,0,80.784
3030,TEC-PH-10003691,403.168,4,0.2,25.198
3031,FUR-BO-10000468,194.32,4,0,31.0912
3032,OFF-AR-10001044,25.99,1,0,7.5371
3033,FUR-CH-10003833,195.136,4,0.2,-12.196
3034,OFF-PA-10004355,20.736,4,0.2,7.2576
3035,TEC-AC-10003038,53.7,6,0,10.203
3036,OFF-BI-10002799,36.26,7,0,16.6796
3037,OFF-AR-10003582,56.3,2,0,15.764
3038,OFF-PA-10004451,32.4,5,0,15.552
3039,FUR-FU-10004666,29.16,2,0,10.7892
3040,FUR-TA-10001520,171.288,3,0.2,-6.4233
3041,FUR-FU-10004270,16.72,5,0.2,3.344
3042,OFF-PA-10003172,12.96,2,0,6.2208
3043,OFF-EN-10002312,22.18,2,0,10.8682
3044,FUR-CH-10002320,2054.272,8,0.2,256.784
3045,TEC-PH-10001530,1022.97,5,0.4,-255.7425
3046,OFF-AR-10001216,13.9,5,0,3.614
3047,OFF-PA-10003127,26.38,1,0,12.1348
3048,OFF-BI-10003910,43.176,7,0.2,13.4925
3049,FUR-TA-10004534,411.8,2,0,70.006
3050,TEC-AC-10000892,360,4,0,129.6
3051,FUR-FU-10003247,41.96,2,0,2.9372
3052,OFF-AP-10004336,227.84,4,0,66.0736
3053,OFF-PA-10001295,37.94,2,0,18.2112
3054,TEC-PH-10002555,517.9,2,0,134.654
3055,OFF-BI-10000831,5.28,2,0,2.4288
3056,TEC-CO-10001046,2799.96,5,0.2,874.9875
3057,OFF-EN-10002973,8.96,2,0,4.3008
3058,OFF-LA-10001641,31.5,10,0,15.12
3059,FUR-FU-10003878,30.56,2,0,10.3904
3060,FUR-TA-10003837,24.368,2,0.2,-3.3506
3061,TEC-AC-10002800,119.976,3,0.2,22.4955
3062,OFF-PA-10001307,26.88,8,0.2,9.744
3063,TEC-PH-10002350,83.97,3,0,23.5116
3064,TEC-AC-10000397,104.97,3,0,7.3479
3065,OFF-ST-10000615,90.8,8,0,25.424
3066,TEC-PH-10004531,140.736,8,0.2,49.2576
3067,TEC-AC-10004001,214.95,5,0,88.1295
3068,OFF-PA-10001534,45.36,7,0,21.7728
3069,OFF-PA-10001815,288.24,6,0,138.3552
3070,OFF-AP-10003779,663.936,4,0.2,82.992
3071,OFF-ST-10002011,2934.33,7,0,792.2691
3072,FUR-FU-10002379,124.41,3,0,14.9292
3073,OFF-AR-10003752,57.75,5,0,26.565
3074,OFF-ST-10003692,114.46,2,0,28.615
3075,FUR-BO-10004409,120.666,2,0.15,18.4548
3076,OFF-ST-10003306,342.864,3,0.2,38.5722
3077,FUR-FU-10003724,16.74,5,0.6,-14.229
3078,FUR-CH-10002024,981.372,2,0.3,-140.196
3079,OFF-AR-10003514,31.84,8,0,10.5072
3080,OFF-PA-10001800,12.96,2,0,6.2208
3081,TEC-PH-10003589,43.176,3,0.2,15.1116
3082,OFF-BI-10003364,58.34,2,0,28.0032
3083,TEC-PH-10002834,539.97,3,0,134.9925
3084,OFF-BI-10000343,3.928,1,0.2,1.3257
3085,OFF-BI-10004584,252.784,4,0.8,-417.0936
3086,TEC-AC-10002402,127.984,2,0.2,15.998
3087,FUR-FU-10000550,3.984,2,0.6,-2.6892
3088,OFF-AP-10000055,12.992,2,0.8,-32.48
3089,FUR-FU-10001591,61,5,0,25.62
3090,TEC-PH-10000526,671.93,7,0,188.1404
3091,OFF-BI-10001071,447.86,7,0,219.4514
3092,TEC-PH-10001557,479.95,5,0,129.5865
3093,OFF-PA-10001977,166.44,3,0,79.8912
3094,OFF-SU-10004231,31.68,4,0.2,2.772
3095,OFF-PA-10000809,10.368,2,0.2,3.6288
3096,OFF-FA-10003021,12.032,8,0.2,2.256
3097,OFF-AP-10000696,5.768,2,0.8,-13.5548
3098,OFF-LA-10001158,33.12,4,0.2,11.592
3099,FUR-BO-10002268,220.2656,4,0.32,-42.1096
3100,OFF-BI-10000829,10.776,3,0.2,3.5022
3101,FUR-BO-10003441,242.352,3,0.2,9.0882
3102,OFF-SU-10003505,695.16,6,0,34.758
3103,FUR-BO-10003660,220.98,1,0,50.8254
3104,OFF-BI-10001267,12.957,7,0.7,-9.5018
3105,OFF-PA-10002741,25.68,6,0,11.556
3106,OFF-LA-10004345,15.712,4,0.2,5.6956
3107,OFF-ST-10004340,298.464,6,0.2,26.1156
3108,OFF-PA-10001471,21.93,3,0,10.0878
3109,OFF-ST-10002344,242.94,3,0,4.8588
3110,OFF-PA-10001892,7.64,1,0,3.7436
3111,OFF-PA-10001934,51.84,8,0,25.4016
3112,OFF-ST-10000078,265.17,1,0,47.7306
3113,TEC-MA-10001972,837.6,3,0.2,62.82
3114,OFF-EN-10002504,135.9,5,0,63.873
3115,OFF-PA-10002160,34.68,6,0,16.9932
3116,FUR-CH-10001973,532.704,6,0.2,-39.9528
3117,OFF-AP-10001492,43.1,5,0,11.206
3118,OFF-SU-10002189,15.88,4,0,0.1588
3119,FUR-CH-10003312,1123.92,5,0.2,-182.637
3120,TEC-PH-10002496,249.584,2,0.2,31.198
3121,FUR-FU-10003464,48.672,3,0.2,7.3008
3122,OFF-AR-10000380,60.768,2,0.2,7.596
3123,OFF-BI-10004593,78.6,5,0.7,-62.88
3124,OFF-BI-10001308,3.768,2,0.7,-3.14
3125,OFF-ST-10001780,1036.624,2,0.2,51.8312
3126,OFF-ST-10003816,563.808,4,0.2,21.1428
3127,TEC-PH-10002200,258.528,2,0.4,-47.3968
3128,OFF-PA-10004438,49.12,4,0,23.0864
3129,FUR-FU-10004090,44.46,2,0,14.6718
3130,FUR-CH-10002602,241.568,2,0.2,18.1176
3131,TEC-AC-10001142,395,5,0,39.5
3132,TEC-PH-10004977,627.168,4,0.2,70.5564
3133,FUR-FU-10004586,13.28,2,0,6.3744
3134,OFF-BI-10001116,12.672,3,0.2,4.4352
3135,OFF-BI-10000666,30.56,5,0.8,-45.84
3136,OFF-ST-10002583,77.952,3,0.2,-15.5904
3137,TEC-PH-10004908,67.992,1,0.2,8.499
3138,OFF-EN-10001219,12.224,2,0.2,4.4312
3139,TEC-AC-10004568,44.784,2,0.2,-0.5598
3140,FUR-FU-10001756,22.848,3,0.6,-17.7072
3141,OFF-AP-10002311,206.43,3,0,90.8292
3142,OFF-BI-10003650,210.392,2,0.8,-336.6272
3143,TEC-AC-10003628,119.96,5,0.2,35.988
3144,OFF-AR-10001547,10.608,6,0.2,0.9282
3145,FUR-CH-10002647,347.802,7,0.3,-24.843
3146,FUR-CH-10004495,963.136,4,0.2,108.3528
3147,TEC-PH-10002923,88.776,3,0.2,7.7679
3148,OFF-AR-10001374,32.4,5,0,10.368
3149,OFF-PA-10003441,32.4,5,0,15.552
3150,OFF-LA-10002043,31.05,3,0,14.904
3151,TEC-AC-10002049,2025.36,6,0.2,607.608
3152,TEC-MA-10000418,1799.994,2,0.7,-2639.9912
3153,TEC-PH-10004908,101.988,2,0.4,-16.998
3154,FUR-FU-10004091,262.864,7,0.2,69.0018
3155,OFF-BI-10004600,735.98,2,0,331.191
3156,OFF-PA-10001289,93.024,3,0.2,33.7212
3157,FUR-TA-10001539,284.364,2,0.4,-75.8304
3158,TEC-AC-10001266,26,2,0,11.7
3159,OFF-ST-10001291,67.64,5,0.2,5.9185
3160,TEC-AC-10001314,119.976,3,0.2,-17.9964
3161,OFF-BI-10004040,5.18,5,0.8,-8.029
3162,OFF-EN-10001539,15.56,2,0,7.3132
3163,OFF-EN-10004483,78.35,5,0,36.8245
3164,OFF-AR-10001615,59.52,3,0,15.4752
3165,OFF-PA-10000327,38.52,9,0,17.334
3166,TEC-PH-10001299,239.984,2,0.2,23.9984
3167,OFF-PA-10002246,19.35,3,0,9.4815
3168,FUR-FU-10002671,67,5,0,32.16
3169,FUR-CH-10003833,390.272,8,0.2,-24.392
3170,OFF-PA-10001667,62.192,13,0.2,19.435
3171,OFF-BI-10002003,23.88,6,0,11.2236
3172,OFF-BI-10004465,3.168,2,0.8,-4.752
3173,FUR-CH-10000665,528.43,5,0.3,0
3174,OFF-AR-10004956,13.392,3,0.2,1.5066
3175,OFF-AR-10004260,181.86,7,0,50.9208
3176,FUR-BO-10001811,180.588,2,0.7,-240.784
3177,TEC-AC-10003280,47.984,2,0.2,0.5998
3178,OFF-PA-10004911,18.76,2,0,9.0048
3179,FUR-FU-10001487,20.94,3,0,6.0726
3180,FUR-FU-10000521,58.68,2,0,18.1908
3181,OFF-AP-10001271,254.9,5,0,68.823
3182,OFF-BI-10004728,9.64,2,0,4.4344
3183,TEC-AC-10004666,826.62,3,0,355.4466
3184,OFF-ST-10003208,1633.14,9,0,473.6106
3185,OFF-ST-10003208,544.38,3,0,157.8702
3186,OFF-BI-10000632,26.046,3,0.8,-44.2782
3187,OFF-EN-10004773,74.352,3,0.2,26.9526
3188,TEC-PH-10004700,69.93,7,0,32.1678
3189,OFF-LA-10003714,3.75,1,0,1.8
3190,OFF-BI-10001787,20.928,4,0.2,7.5864
3191,OFF-ST-10002957,12.672,3,0.2,-3.168
3192,TEC-PH-10002115,65.99,1,0,17.1574
3193,OFF-BI-10002557,6.37,7,0.8,-9.555
3194,OFF-BI-10002949,3.648,3,0.8,-6.0192
3195,OFF-PA-10004100,31.104,6,0.2,10.8864
3196,OFF-FA-10001883,23.34,3,0,0.2334
3197,TEC-PH-10000702,29.97,3,0,14.0859
3198,OFF-BI-10003196,3.366,3,0.7,-2.244
3199,TEC-PH-10001644,95.968,4,0.2,9.5968
3200,OFF-AR-10003183,18.704,7,0.2,2.338
3201,FUR-FU-10000308,149.232,3,0.2,3.7308
3202,OFF-PA-10001526,15.936,4,0.2,5.7768
3203,TEC-PH-10002103,601.536,8,0.2,60.1536
3204,TEC-AC-10004209,10.99,1,0,4.2861
3205,FUR-FU-10000397,39.88,2,0,11.1664
3206,OFF-PA-10002137,62.24,8,0,28.008
3207,FUR-FU-10001867,53.2,5,0,14.896
3208,OFF-LA-10000407,39.84,8,0,18.3264
3209,TEC-AC-10000420,349.95,5,0,118.983
3210,TEC-PH-10002726,377.928,9,0.2,141.723
3211,OFF-EN-10001415,13.392,3,0.2,5.022
3212,OFF-BI-10000773,11.228,7,0.8,-18.5262
3213,OFF-AP-10002350,207.24,11,0,58.0272
3214,OFF-AR-10001919,1.504,1,0.2,0.1692
3215,OFF-AP-10002082,34.848,2,0.2,6.534
3216,OFF-LA-10002762,75.18,6,0,35.3346
3217,TEC-AC-10002800,149.97,3,0,52.4895
3218,OFF-BI-10003925,931.176,3,0.2,314.2719
3219,TEC-PH-10002200,430.88,2,0,124.9552
3220,OFF-PA-10001295,94.85,5,0,45.528
3221,OFF-EN-10002500,51.12,4,0,23.004
3222,TEC-AC-10000892,90,1,0,32.4
3223,OFF-PA-10001838,9.408,2,0.2,3.4104
3224,OFF-FA-10000735,4.672,2,0.2,1.46
3225,TEC-PH-10001760,318.4,2,0.2,107.46
3226,OFF-EN-10004846,12.768,6,0.2,4.6284
3227,OFF-SU-10003567,15.36,2,0.2,-3.264
3228,TEC-PH-10001557,230.376,3,0.2,20.1579
3229,TEC-AC-10003038,7.16,1,0.2,-0.0895
3230,OFF-ST-10004459,375.34,1,0,18.767
3231,FUR-FU-10004960,114.9,5,0,39.066
3232,OFF-BI-10000632,26.046,3,0.8,-44.2782
3233,OFF-BI-10001107,2.896,1,0.8,-4.7784
3234,OFF-ST-10002301,32.544,2,0.2,-7.7292
3235,OFF-BI-10003355,3.984,1,0.2,1.3944
3236,FUR-TA-10002903,181.797,1,0.3,-15.5826
3237,OFF-ST-10001580,44.94,3,0,12.5832
3238,OFF-BI-10000315,45.576,3,0.2,15.9516
3239,FUR-CH-10003774,318.43,5,0.3,-77.333
3240,TEC-PH-10003095,122.92,7,0.2,46.095
3241,FUR-FU-10000023,7.068,3,0.6,-2.8272
3242,OFF-ST-10002214,56.45,5,0,14.677
3243,OFF-BI-10002799,13.468,13,0.8,-22.8956
3244,TEC-PH-10004912,219.8,5,0.2,24.7275
3245,FUR-CH-10002602,317.058,3,0.3,-18.1176
3246,TEC-AC-10004510,49.08,3,0,4.908
3247,OFF-ST-10000060,324.9,5,0,38.988
3248,OFF-AR-10000799,18.24,3,0,5.2896
3249,FUR-CH-10004875,113.888,2,0.2,9.9652
3250,TEC-PH-10002085,105.584,2,0.2,7.9188
3251,OFF-FA-10000992,24.85,7,0,11.6795
3252,FUR-FU-10001473,60.312,3,0.2,5.2773
3253,OFF-AR-10003045,7.056,3,0.2,2.205
3254,TEC-PH-10001536,27.184,2,0.2,2.0388
3255,TEC-PH-10001580,107.984,1,0.2,9.4486
3256,OFF-BI-10004209,19.296,3,0.2,6.03
3257,OFF-LA-10001613,4.608,2,0.2,1.6704
3258,FUR-TA-10001676,79.974,3,0.4,-29.3238
3259,OFF-BI-10003712,2.946,2,0.7,-2.0622
3260,OFF-BI-10000285,3.136,2,0.8,-4.704
3261,OFF-PA-10004609,20.736,4,0.2,7.2576
3262,TEC-AC-10001314,99.98,2,0,7.9984
3263,OFF-PA-10003395,733.95,7,0,352.296
3264,OFF-AP-10001242,241.44,3,0,72.432
3265,OFF-LA-10001641,10.08,4,0.2,3.528
3266,OFF-ST-10003816,281.904,2,0.2,10.5714
3267,OFF-EN-10002230,201.432,3,0.2,67.9833
3268,TEC-PH-10002660,135.98,2,0,33.995
3269,TEC-PH-10003171,44.95,1,0,12.586
3270,TEC-AC-10003709,2.97,3,0,1.3068
3271,OFF-FA-10000304,6.54,3,0,2.6814
3272,TEC-AC-10003709,7.92,8,0,3.4848
3273,FUR-CH-10002774,203.92,5,0.2,22.941
3274,TEC-CO-10001046,3359.952,6,0.2,1049.985
3275,OFF-FA-10003495,18.24,3,0,9.12
3276,OFF-AR-10004685,27.78,6,0,9.1674
3277,OFF-AR-10004757,22.96,7,0,7.5768
3278,TEC-PH-10001615,28.99,1,0,8.4071
3279,OFF-PA-10003349,12.96,2,0,6.3504
3280,OFF-AR-10000127,22.96,7,0,6.6584
3281,OFF-SU-10002881,4164.05,5,0,83.281
3282,TEC-AC-10001109,47.984,2,0.2,13.1956
3283,OFF-PA-10000682,4.624,1,0.2,1.6762
3284,FUR-FU-10000221,15.24,3,0,5.1816
3285,OFF-BI-10002429,63.924,7,0.7,-46.8776
3286,OFF-AR-10002375,6.56,2,0,1.9024
3287,OFF-AP-10000595,13.11,3,0,3.4086
3288,TEC-PH-10001530,494.376,3,0.2,49.4376
3289,OFF-BI-10000050,29.2,5,0.2,9.855
3290,TEC-AC-10001552,248.85,5,0,27.3735
3291,TEC-AC-10003399,36.24,1,0,15.2208
3292,OFF-AR-10004078,11.68,2,0,3.504
3293,OFF-SU-10002189,11.91,3,0,0.1191
3294,FUR-FU-10001852,3.48,2,0,1.1136
3295,OFF-BI-10003638,30.96,8,0.8,-52.632
3296,TEC-MA-10002428,1704.89,11,0,767.2005
3297,OFF-BI-10001036,19.194,7,0.7,-12.796
3298,OFF-AP-10004708,121.792,4,0.2,13.7016
3299,TEC-MA-10000488,1919.976,3,0.2,215.9973
3300,OFF-BI-10003656,50.997,1,0.7,-40.7976
3301,OFF-ST-10003656,76.792,1,0.2,-16.3183
3302,TEC-PH-10001128,539.964,6,0.4,-107.9928
3303,FUR-FU-10001473,60.312,3,0.2,5.2773
3304,OFF-BI-10004656,1.944,3,0.7,-1.4256
3305,OFF-EN-10004955,12.984,3,0.2,4.7067
3306,TEC-PH-10002468,217.584,2,0.2,19.0386
3307,TEC-PH-10000576,328.776,3,0.2,28.7679
3308,OFF-BI-10002160,2.286,3,0.8,-3.6576
3309,TEC-AC-10003628,47.984,2,0.2,14.3952
3310,OFF-BI-10001116,25.344,6,0.2,8.8704
3311,OFF-BI-10002026,232.4,5,0.2,78.435
3312,FUR-FU-10003691,86.45,7,0,38.038
3313,FUR-CH-10002602,603.92,5,0.2,45.294
3314,OFF-PA-10000675,81.98,2,0,40.1702
3315,FUR-CH-10002602,271.764,2,0.1,48.3136
3316,OFF-BI-10001900,14.376,3,0.2,4.8519
3317,FUR-FU-10001468,341.96,5,0.6,-427.45
3318,OFF-AR-10004648,181.35,9,0,48.9645
3319,OFF-LA-10003190,8.64,3,0,4.2336
3320,OFF-AP-10004868,43.512,7,0.2,3.8073
3321,FUR-CH-10004287,662.88,3,0.2,74.574
3322,OFF-PA-10002689,25.92,5,0.2,9.072
3323,OFF-AP-10002892,68.94,3,0,20.682
3324,FUR-FU-10002253,128.82,3,0,50.2398
3325,OFF-BI-10001359,896.99,5,0.8,-1480.0335
3326,OFF-BI-10001267,1.234,1,0.8,-1.9744
3327,OFF-AR-10003582,67.56,3,0.2,6.756
3328,OFF-PA-10003724,21.72,5,0.2,7.8735
3329,OFF-PA-10001033,262.336,8,0.2,95.0968
3330,TEC-PH-10003505,148.48,2,0.2,16.704
3331,TEC-PH-10004959,241.176,3,0.2,15.0735
3332,TEC-AC-10000474,227.976,3,0.2,28.497
3333,TEC-PH-10003095,52.68,3,0.2,19.755
3334,FUR-FU-10002963,2.032,1,0.6,-1.3208
3335,OFF-AR-10000203,17.12,4,0,4.9648
3336,TEC-PH-10004667,431.968,4,0.2,37.7972
3337,FUR-FU-10000193,129.92,4,0,10.3936
3338,FUR-TA-10001539,568.728,3,0.2,28.4364
3339,OFF-BI-10000962,117.144,9,0.2,42.4647
3340,OFF-AP-10002867,203.52,3,0,54.9504
3341,OFF-LA-10001158,51.75,5,0,24.84
3342,OFF-PA-10000675,122.97,3,0,60.2553
3343,FUR-TA-10001307,244.615,1,0.3,20.967
3344,TEC-PH-10000011,59.97,3,0,28.7856
3345,OFF-PA-10002666,81.54,9,0,36.693
3346,OFF-FA-10000735,11.68,4,0,5.256
3347,OFF-BI-10000174,29,5,0,13.92
3348,OFF-AR-10003156,50.8,5,0,13.208
3349,OFF-BI-10000474,16.03,5,0.8,-25.648
3350,OFF-BI-10003712,15.712,4,0.2,5.6956
3351,TEC-AC-10003280,89.97,3,0,18.8937
3352,FUR-BO-10002916,435.999,3,0.15,20.5176
3353,TEC-PH-10002726,83.984,2,0.2,31.494
3354,TEC-PH-10000895,359.98,2,0,93.5948
3355,FUR-TA-10004152,70.56,1,0.3,-4.032
3356,OFF-BI-10003694,20.88,2,0,9.6048
3357,OFF-BI-10002160,3.81,1,0,1.8288
3358,OFF-PA-10001685,73.008,9,0.2,26.4654
3359,OFF-BI-10000773,3.208,2,0.8,-5.2932
3360,TEC-AC-10004510,26.176,2,0.2,-3.272
3361,OFF-PA-10004569,30.44,4,0,14.3068
3362,FUR-FU-10000672,35.28,3,0,11.9952
3363,OFF-PA-10004451,19.44,3,0,9.3312
3364,OFF-BI-10004738,37.88,2,0,18.94
3365,FUR-FU-10001940,9.552,3,0.6,-3.8208
3366,FUR-BO-10003966,290.666,2,0.15,3.4196
3367,OFF-PA-10003072,10.368,2,0.2,3.6288
3368,OFF-PA-10002245,14.352,3,0.2,4.485
3369,FUR-BO-10002598,141.96,2,0,41.1684
3370,OFF-BI-10002225,66.048,4,0.2,23.1168
3371,TEC-AC-10003832,1287.45,5,0,244.6155
3372,OFF-BI-10000822,25.824,6,0.2,9.0384
3373,OFF-AP-10001242,160.96,2,0,48.288
3374,FUR-FU-10002445,28.44,3,0,11.376
3375,FUR-CH-10002372,364.41,5,0.1,8.098
3376,TEC-PH-10000376,39.96,4,0,10.3896
3377,FUR-CH-10002965,361.764,2,0.1,68.3332
3378,OFF-ST-10004950,111.672,9,0.2,6.9795
3379,OFF-BI-10003166,13.776,6,0.8,-22.0416
3380,OFF-PA-10004610,10.272,3,0.2,3.21
3381,FUR-FU-10000320,24.048,9,0.2,7.2144
3382,OFF-EN-10004030,2.896,1,0.2,0.9774
3383,OFF-EN-10004147,17.94,3,0,8.7906
3384,FUR-CH-10003535,384.174,7,0.1,29.8802
3385,TEC-PH-10004586,1799.75,5,0,539.925
