Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID
1755,CA-2017-116715,12/02/2017,12/05/2017,First Class,VW-21775,OFF-PA-10003893
1756,CA-2015-135622,12/08/2015,12/11/2015,Second Class,TT-21460,OFF-PA-10000100
1757,CA-2015-135622,12/08/2015,12/11/2015,Second Class,TT-21460,TEC-PH-10001817
1758,US-2015-107349,7/13/2015,7/15/2015,First Class,SL-20155,OFF-BI-10001765
1759,CA-2014-139017,05/11/2014,5/17/2014,Standard Class,RM-19375,TEC-AC-10001013
1760,CA-2014-141817,01/05/2014,01/12/2014,Standard Class,MB-18085,OFF-AR-10003478
1761,CA-2015-130785,09/05/2015,09/09/2015,Standard Class,AG-10900,FUR-BO-10000330
1762,CA-2015-130785,09/05/2015,09/09/2015,Standard Class,AG-10900,OFF-BI-10001900
1763,CA-2015-130785,09/05/2015,09/09/2015,Standard Class,AG-10900,FUR-BO-10003159
1764,CA-2016-110254,08/04/2016,08/08/2016,Standard Class,ML-17755,OFF-SU-10002573
1765,CA-2016-110254,08/04/2016,08/08/2016,Standard Class,ML-17755,OFF-LA-10004484
1766,CA-2016-110254,08/04/2016,08/08/2016,Standard Class,ML-17755,FUR-FU-10001591
1767,CA-2016-110254,08/04/2016,08/08/2016,Standard Class,ML-17755,OFF-LA-10002034
1768,US-2014-158057,3/22/2014,3/26/2014,Standard Class,CC-12685,OFF-BI-10004410
1769,US-2014-158057,3/22/2014,3/26/2014,Standard Class,CC-12685,OFF-BI-10002735
1770,CA-2017-146024,03/02/2017,03/08/2017,Standard Class,SC-20770,OFF-SU-10001935
1771,CA-2017-146024,03/02/2017,03/08/2017,Standard Class,SC-20770,OFF-BI-10003291
1772,CA-2016-129686,11/27/2016,11/29/2016,Second Class,GG-14650,OFF-ST-10004337
1773,CA-2016-129686,11/27/2016,11/29/2016,Second Class,GG-14650,TEC-AC-10001266
1774,CA-2014-118976,4/28/2014,05/03/2014,Standard Class,MY-18295,OFF-BI-10001628
1775,CA-2014-118976,4/28/2014,05/03/2014,Standard Class,MY-18295,OFF-ST-10000877
1776,CA-2014-118976,4/28/2014,05/03/2014,Standard Class,MY-18295,OFF-AR-10004752
1777,CA-2014-118976,4/28/2014,05/03/2014,Standard Class,MY-18295,OFF-LA-10000452
1778,CA-2015-105347,11/24/2015,11/28/2015,Standard Class,DP-13000,OFF-PA-10000675
1779,CA-2015-105347,11/24/2015,11/28/2015,Standard Class,DP-13000,OFF-AR-10003045
1780,CA-2016-124667,11/11/2016,11/16/2016,Standard Class,BD-11770,TEC-AC-10003447
1781,CA-2016-124667,11/11/2016,11/16/2016,Standard Class,BD-11770,OFF-ST-10002276
1782,CA-2015-111094,07/09/2015,7/13/2015,Standard Class,CB-12535,OFF-PA-10001609
1783,CA-2015-111094,07/09/2015,7/13/2015,Standard Class,CB-12535,OFF-BI-10001597
1784,CA-2017-166317,9/22/2017,9/26/2017,Standard Class,JE-15610,OFF-PA-10004475
1785,CA-2017-166317,9/22/2017,9/26/2017,Standard Class,JE-15610,TEC-AC-10004510
1786,CA-2017-166317,9/22/2017,9/26/2017,Standard Class,JE-15610,OFF-BI-10002976
1787,CA-2017-166317,9/22/2017,9/26/2017,Standard Class,JE-15610,TEC-PH-10001615
1788,CA-2015-154326,2/15/2015,2/19/2015,Standard Class,RP-19855,TEC-PH-10001819
1789,CA-2015-154326,2/15/2015,2/19/2015,Standard Class,RP-19855,TEC-PH-10000560
1790,CA-2015-154326,2/15/2015,2/19/2015,Standard Class,RP-19855,TEC-AC-10004568
1791,CA-2014-102008,9/30/2014,10/04/2014,Standard Class,RA-19915,OFF-PA-10004092
1792,CA-2014-120474,12/01/2014,12/03/2014,First Class,RP-19390,FUR-CH-10001854
1793,CA-2014-120474,12/01/2014,12/03/2014,First Class,RP-19390,OFF-AR-10000475
1794,CA-2014-104773,12/08/2014,12/13/2014,Standard Class,TB-21175,OFF-ST-10000777
1795,CA-2016-140774,09/05/2016,09/10/2016,Standard Class,BE-11455,OFF-AR-10004022
1796,US-2017-139465,8/27/2017,8/30/2017,First Class,MR-17545,OFF-ST-10002352
1797,US-2017-139465,8/27/2017,8/30/2017,First Class,MR-17545,TEC-PH-10000455
1798,US-2017-139465,8/27/2017,8/30/2017,First Class,MR-17545,OFF-BI-10003910
1799,CA-2016-100965,07/07/2016,07/11/2016,Standard Class,RM-19375,FUR-FU-10003039
1800,CA-2016-121034,08/08/2016,08/10/2016,Second Class,JF-15565,OFF-FA-10000585
1801,CA-2016-121034,08/08/2016,08/10/2016,Second Class,JF-15565,OFF-PA-10001994
1802,CA-2016-149461,11/13/2016,11/19/2016,Standard Class,AS-10135,FUR-FU-10004270
1803,CA-2017-158379,9/22/2017,9/26/2017,Second Class,JA-15970,OFF-BI-10002498
1804,CA-2017-158379,9/22/2017,9/26/2017,Second Class,JA-15970,OFF-SU-10002881
1805,CA-2017-158379,9/22/2017,9/26/2017,Second Class,JA-15970,TEC-AC-10002926
1806,US-2016-116729,12/25/2016,12/28/2016,First Class,GK-14620,TEC-PH-10002200
1807,US-2016-116729,12/25/2016,12/28/2016,First Class,GK-14620,OFF-PA-10002005
1808,US-2016-116729,12/25/2016,12/28/2016,First Class,GK-14620,TEC-AC-10001465
1809,CA-2016-164938,02/11/2016,2/13/2016,First Class,PB-19210,TEC-PH-10004897
1810,CA-2016-165484,10/23/2016,10/29/2016,Standard Class,HK-14890,FUR-FU-10001196
1811,CA-2016-165484,10/23/2016,10/29/2016,Standard Class,HK-14890,OFF-PA-10000595
1812,CA-2014-132612,06/09/2014,06/11/2014,Second Class,FO-14305,FUR-TA-10004534
1813,US-2017-161193,11/20/2017,11/26/2017,Standard Class,BT-11680,FUR-FU-10001861
1814,US-2017-161193,11/20/2017,11/26/2017,Standard Class,BT-11680,FUR-FU-10000206
1815,CA-2015-131597,9/14/2015,9/18/2015,Standard Class,SP-20620,FUR-TA-10002607
1816,CA-2015-164833,06/04/2015,06/04/2015,Same Day,LL-16840,OFF-LA-10000443
1817,CA-2015-164833,06/04/2015,06/04/2015,Same Day,LL-16840,OFF-AR-10004685
1818,CA-2015-125423,12/13/2015,12/15/2015,Second Class,MC-17575,OFF-LA-10001771
1819,US-2014-130379,5/25/2014,5/29/2014,Standard Class,JL-15235,OFF-AP-10001394
1820,US-2014-130379,5/25/2014,5/29/2014,Standard Class,JL-15235,FUR-FU-10002553
1821,CA-2016-168956,2/16/2016,2/20/2016,Standard Class,EA-14035,OFF-AP-10004233
1822,CA-2016-168956,2/16/2016,2/20/2016,Standard Class,EA-14035,OFF-FA-10000304
1823,CA-2016-168956,2/16/2016,2/20/2016,Standard Class,EA-14035,FUR-CH-10004754
1824,CA-2016-168956,2/16/2016,2/20/2016,Standard Class,EA-14035,OFF-PA-10000809
1825,CA-2016-167507,12/22/2016,12/28/2016,Standard Class,SA-20830,OFF-BI-10003694
1826,CA-2016-167507,12/22/2016,12/28/2016,Standard Class,SA-20830,FUR-FU-10001935
1827,CA-2016-167507,12/22/2016,12/28/2016,Standard Class,SA-20830,FUR-FU-10002878
1828,CA-2016-109344,02/08/2016,02/11/2016,Second Class,CH-12070,TEC-PH-10002624
1829,US-2015-140851,7/13/2015,7/15/2015,Second Class,ND-18460,OFF-PA-10000019
1830,CA-2014-103373,5/18/2014,5/24/2014,Standard Class,BS-11755,TEC-PH-10002885
1831,CA-2017-145884,10/21/2017,10/21/2017,Same Day,SL-20155,TEC-PH-10000895
1832,CA-2017-145884,10/21/2017,10/21/2017,Same Day,SL-20155,FUR-TA-10002356
1833,CA-2015-131422,11/05/2015,11/09/2015,Standard Class,GB-14530,FUR-CH-10001270
1834,CA-2017-162691,08/01/2017,08/07/2017,Standard Class,AS-10045,TEC-MA-10000488
1835,CA-2017-162691,08/01/2017,08/07/2017,Standard Class,AS-10045,OFF-PA-10003729
1836,CA-2014-141278,6/21/2014,6/24/2014,First Class,RM-19375,OFF-AR-10003056
1837,CA-2017-122693,2/19/2017,2/21/2017,Second Class,NH-18610,OFF-AP-10002518
1838,CA-2014-117345,08/01/2014,08/05/2014,Standard Class,BF-10975,OFF-LA-10000240
1839,CA-2014-117345,08/01/2014,08/05/2014,Standard Class,BF-10975,FUR-FU-10000629
1840,CA-2014-117345,08/01/2014,08/05/2014,Standard Class,BF-10975,OFF-AP-10001005
1841,CA-2014-117345,08/01/2014,08/05/2014,Standard Class,BF-10975,OFF-PA-10002377
1842,CA-2016-157763,7/18/2016,7/23/2016,Standard Class,KH-16330,FUR-CH-10000988
1843,CA-2015-135391,02/09/2015,02/11/2015,Second Class,FA-14230,OFF-LA-10001074
1844,CA-2015-135391,02/09/2015,02/11/2015,Second Class,FA-14230,FUR-FU-10001986
1845,US-2017-113852,7/29/2017,08/02/2017,Standard Class,GW-14605,TEC-AC-10003027
1846,US-2017-158512,01/12/2017,1/17/2017,Second Class,DA-13450,OFF-PA-10001804
1847,US-2017-158512,01/12/2017,1/17/2017,Second Class,DA-13450,FUR-FU-10004973
1848,CA-2017-128370,09/10/2017,09/10/2017,Same Day,FH-14275,FUR-CH-10002602
1849,CA-2017-128370,09/10/2017,09/10/2017,Same Day,FH-14275,OFF-BI-10004140
1850,CA-2015-160472,7/20/2015,7/25/2015,Second Class,RK-19300,OFF-ST-10000464
1851,CA-2015-160472,7/20/2015,7/25/2015,Second Class,RK-19300,TEC-AC-10002253
1852,CA-2015-160472,7/20/2015,7/25/2015,Second Class,RK-19300,OFF-PA-10000528
1853,CA-2015-160472,7/20/2015,7/25/2015,Second Class,RK-19300,OFF-EN-10000483
1854,CA-2015-160472,7/20/2015,7/25/2015,Second Class,RK-19300,OFF-PA-10003129
1855,CA-2015-160472,7/20/2015,7/25/2015,Second Class,RK-19300,OFF-ST-10003442
1856,CA-2014-114643,6/13/2014,6/17/2014,Standard Class,FM-14215,OFF-AR-10003631
1857,US-2017-158218,05/12/2017,5/15/2017,Second Class,AC-10420,OFF-ST-10000563
1858,US-2017-158218,05/12/2017,5/15/2017,Second Class,AC-10420,OFF-BI-10002133
1859,CA-2015-121608,09/03/2015,09/05/2015,First Class,JB-15400,OFF-AP-10002311
1860,CA-2015-121608,09/03/2015,09/05/2015,First Class,JB-15400,TEC-PH-10004959
1861,US-2017-121251,3/26/2017,3/27/2017,First Class,GM-14440,FUR-BO-10001918
1862,US-2017-121251,3/26/2017,3/27/2017,First Class,GM-14440,TEC-PH-10004896
1863,CA-2014-151078,11/12/2014,11/12/2014,Same Day,RF-19840,OFF-ST-10001328
1864,US-2016-100839,10/13/2016,10/17/2016,Standard Class,NC-18625,FUR-TA-10004575
1865,US-2016-100839,10/13/2016,10/17/2016,Standard Class,NC-18625,FUR-FU-10001617
1866,US-2017-116659,11/12/2017,11/12/2017,Same Day,NG-18355,TEC-PH-10002824
1867,CA-2017-118857,4/15/2017,4/18/2017,First Class,AH-10075,FUR-FU-10004460
1868,CA-2015-127110,6/25/2015,07/01/2015,Standard Class,CH-12070,OFF-PA-10003309
1869,CA-2015-127110,6/25/2015,07/01/2015,Standard Class,CH-12070,OFF-ST-10002554
1870,CA-2016-148201,8/26/2016,8/29/2016,Second Class,CC-12145,OFF-PA-10000019
1871,CA-2014-116932,7/21/2014,7/25/2014,Standard Class,ME-18010,OFF-AR-10002067
1872,CA-2014-116932,7/21/2014,7/25/2014,Standard Class,ME-18010,FUR-CH-10001215
1873,CA-2014-116932,7/21/2014,7/25/2014,Standard Class,ME-18010,FUR-TA-10004175
1874,CA-2017-142888,11/21/2017,11/25/2017,Standard Class,BP-11230,FUR-TA-10004767
1875,CA-2014-147914,06/04/2014,06/09/2014,Standard Class,MP-17470,OFF-PA-10001685
1876,US-2016-112977,03/10/2016,3/16/2016,Standard Class,CJ-12010,FUR-BO-10003272
1877,CA-2017-112039,3/25/2017,3/29/2017,Standard Class,JC-15775,TEC-PH-10000984
1878,CA-2017-118885,12/29/2017,01/02/2018,Standard Class,JG-15160,FUR-CH-10002880
1879,CA-2017-118885,12/29/2017,01/02/2018,Standard Class,JG-15160,TEC-PH-10002563
1880,US-2017-166611,3/28/2017,04/02/2017,Standard Class,CK-12760,OFF-BI-10001191
1881,CA-2015-109512,03/05/2015,03/05/2015,Same Day,LF-17185,OFF-EN-10002621
1882,CA-2015-109512,03/05/2015,03/05/2015,Same Day,LF-17185,FUR-CH-10001146
1883,CA-2015-109512,03/05/2015,03/05/2015,Same Day,LF-17185,OFF-ST-10000689
1884,CA-2016-118570,11/13/2016,11/17/2016,Standard Class,CC-12430,OFF-PA-10001289
1885,CA-2017-154718,1/19/2017,1/23/2017,Second Class,DL-12865,OFF-LA-10003714
1886,CA-2016-147578,4/22/2016,4/26/2016,Second Class,PG-18895,FUR-FU-10001889
1887,CA-2014-140165,5/13/2014,5/15/2014,First Class,EH-14005,OFF-FA-10002815
1888,CA-2014-140165,5/13/2014,5/15/2014,First Class,EH-14005,OFF-BI-10004519
1889,CA-2014-142587,10/21/2014,10/22/2014,First Class,TB-21520,OFF-AP-10004708
1890,CA-2014-142587,10/21/2014,10/22/2014,First Class,TB-21520,FUR-TA-10000617
1891,CA-2014-157623,3/14/2014,3/18/2014,Standard Class,DK-13225,OFF-PA-10001204
1892,CA-2014-157623,3/14/2014,3/18/2014,Standard Class,DK-13225,OFF-AR-10003723
1893,CA-2017-145310,12/22/2017,12/24/2017,Second Class,JP-15520,OFF-EN-10002621
1894,CA-2016-100083,11/24/2016,11/29/2016,Standard Class,CD-11980,OFF-PA-10000241
1895,US-2017-108063,12/02/2017,12/05/2017,First Class,AS-10090,OFF-AR-10001446
1896,CA-2015-109197,12/31/2015,01/04/2016,Standard Class,JO-15280,OFF-BI-10004632
1897,CA-2017-141789,10/03/2017,10/06/2017,First Class,AC-10450,OFF-BI-10001359
1898,CA-2014-169775,8/29/2014,09/02/2014,Second Class,RA-19945,OFF-EN-10001749
1899,CA-2014-169775,8/29/2014,09/02/2014,Second Class,RA-19945,OFF-BI-10004390
1900,CA-2014-169775,8/29/2014,09/02/2014,Second Class,RA-19945,FUR-TA-10001857
1901,CA-2016-140543,6/29/2016,07/03/2016,Second Class,Co-12640,OFF-ST-10000563
1902,CA-2016-151141,8/20/2016,8/23/2016,First Class,DW-13480,TEC-PH-10004924
1903,CA-2017-167094,10/21/2017,10/22/2017,First Class,DK-12835,OFF-PA-10003953
1904,CA-2017-167094,10/21/2017,10/22/2017,First Class,DK-12835,FUR-CH-10000155
1905,CA-2017-167094,10/21/2017,10/22/2017,First Class,DK-12835,TEC-AC-10003116
1906,CA-2017-154410,10/21/2017,10/24/2017,First Class,MD-17860,OFF-ST-10002743
1907,US-2016-150567,5/17/2016,5/21/2016,Standard Class,RP-19855,OFF-BI-10001757
1908,US-2016-150567,5/17/2016,5/21/2016,Standard Class,RP-19855,OFF-BI-10000069
1909,CA-2015-157959,02/03/2015,02/04/2015,First Class,RW-19540,FUR-FU-10004093
1910,CA-2017-105886,12/18/2017,12/23/2017,Standard Class,DB-13660,FUR-FU-10001037
1911,CA-2016-105963,11/15/2016,11/22/2016,Standard Class,SC-20770,TEC-AC-10003832
1912,CA-2017-121503,07/03/2017,07/06/2017,Second Class,FH-14275,OFF-PA-10001878
1913,CA-2017-121503,07/03/2017,07/06/2017,Second Class,FH-14275,TEC-MA-10003674
1914,CA-2014-103366,1/15/2014,1/17/2014,First Class,EH-13990,TEC-AC-10003628
1915,CA-2017-124597,4/30/2017,05/05/2017,Standard Class,AS-10630,OFF-LA-10003190
1916,CA-2017-124597,4/30/2017,05/05/2017,Standard Class,AS-10630,OFF-AR-10002280
1917,CA-2017-124597,4/30/2017,05/05/2017,Standard Class,AS-10630,OFF-LA-10001569
1918,CA-2015-105634,11/08/2015,11/14/2015,Standard Class,HA-14905,OFF-AR-10001573
1919,CA-2015-123673,10/30/2015,11/01/2015,Second Class,CH-12070,TEC-PH-10001809
1920,US-2017-111423,8/17/2017,8/19/2017,First Class,EH-13765,OFF-BI-10003091
1921,US-2017-111423,8/17/2017,8/19/2017,First Class,EH-13765,FUR-CH-10003981
1922,CA-2015-125178,10/03/2015,10/09/2015,Standard Class,MZ-17515,OFF-ST-10002562
1923,CA-2016-156685,07/08/2016,07/10/2016,Second Class,SC-20230,TEC-PH-10004345
1924,CA-2016-156685,07/08/2016,07/10/2016,Second Class,SC-20230,OFF-AR-10000588
1925,CA-2017-126865,12/05/2017,12/07/2017,Second Class,NP-18325,OFF-PA-10003039
1926,CA-2017-102834,03/09/2017,3/13/2017,Standard Class,LW-16990,TEC-AC-10001908
1927,US-2016-139710,06/09/2016,6/15/2016,Standard Class,GM-14680,TEC-PH-10001198
1928,CA-2017-121538,11/28/2017,12/01/2017,First Class,RH-19495,OFF-PA-10004071
1929,US-2017-101539,3/16/2017,3/18/2017,Second Class,VM-21685,OFF-PA-10001972
1930,US-2017-101539,3/16/2017,3/18/2017,Second Class,VM-21685,OFF-ST-10004180
1931,US-2017-101539,3/16/2017,3/18/2017,Second Class,VM-21685,TEC-PH-10004165
1932,CA-2016-152121,11/27/2016,11/29/2016,Second Class,CC-12670,TEC-PH-10002483
1933,CA-2017-161200,08/06/2017,08/10/2017,Second Class,SV-20365,FUR-BO-10000468
1934,CA-2017-161200,08/06/2017,08/10/2017,Second Class,SV-20365,FUR-FU-10001706
1935,CA-2017-101245,11/27/2017,12/03/2017,Standard Class,LW-16990,OFF-PA-10003129
1936,CA-2017-101245,11/27/2017,12/03/2017,Standard Class,LW-16990,TEC-AC-10001284
1937,CA-2015-141768,5/25/2015,5/27/2015,Second Class,NP-18685,FUR-FU-10002268
1938,CA-2016-112109,07/08/2016,07/12/2016,Standard Class,JE-15715,OFF-BI-10002082
1939,CA-2016-112109,07/08/2016,07/12/2016,Standard Class,JE-15715,OFF-ST-10001505
1940,CA-2016-112109,07/08/2016,07/12/2016,Standard Class,JE-15715,OFF-BI-10001634
1941,CA-2016-112109,07/08/2016,07/12/2016,Standard Class,JE-15715,FUR-CH-10004287
1942,CA-2017-144064,8/29/2017,09/01/2017,First Class,CP-12085,OFF-LA-10004544
1943,CA-2017-144064,8/29/2017,09/01/2017,First Class,CP-12085,OFF-ST-10004507
1944,CA-2017-144064,8/29/2017,09/01/2017,First Class,CP-12085,OFF-BI-10002012
1945,CA-2016-108581,6/20/2016,6/26/2016,Standard Class,EA-14035,TEC-AC-10001109
1946,CA-2016-108581,6/20/2016,6/26/2016,Standard Class,EA-14035,OFF-PA-10000809
1947,CA-2017-157987,09/02/2017,09/06/2017,Standard Class,AC-10615,OFF-AR-10000658
1948,CA-2017-157987,09/02/2017,09/06/2017,Standard Class,AC-10615,FUR-FU-10001196
1949,CA-2017-157987,09/02/2017,09/06/2017,Standard Class,AC-10615,FUR-TA-10001889
1950,CA-2017-157987,09/02/2017,09/06/2017,Standard Class,AC-10615,OFF-AP-10000358
1951,CA-2017-157987,09/02/2017,09/06/2017,Standard Class,AC-10615,OFF-BI-10004970
1952,CA-2017-157987,09/02/2017,09/06/2017,Standard Class,AC-10615,TEC-PH-10003885
1953,CA-2017-157987,09/02/2017,09/06/2017,Standard Class,AC-10615,OFF-LA-10001641
1954,CA-2017-157987,09/02/2017,09/06/2017,Standard Class,AC-10615,FUR-CH-10003379
1955,CA-2017-157987,09/02/2017,09/06/2017,Standard Class,AC-10615,OFF-AR-10004582
1956,CA-2017-157987,09/02/2017,09/06/2017,Standard Class,AC-10615,TEC-AC-10002842
1957,CA-2017-157987,09/02/2017,09/06/2017,Standard Class,AC-10615,TEC-AC-10000109
1958,CA-2017-157987,09/02/2017,09/06/2017,Standard Class,AC-10615,OFF-PA-10003893
1959,CA-2017-110905,09/10/2017,9/15/2017,Second Class,RW-19690,OFF-BI-10003669
1960,CA-2017-110905,09/10/2017,9/15/2017,Second Class,RW-19690,OFF-AP-10004785
1961,CA-2017-110905,09/10/2017,9/15/2017,Second Class,RW-19690,TEC-AC-10003023
1962,CA-2017-110905,09/10/2017,9/15/2017,Second Class,RW-19690,TEC-AC-10002217
1963,CA-2017-110905,09/10/2017,9/15/2017,Second Class,RW-19690,OFF-BI-10002954
1964,CA-2017-110905,09/10/2017,9/15/2017,Second Class,RW-19690,OFF-PA-10002586
1965,CA-2017-110905,09/10/2017,9/15/2017,Second Class,RW-19690,OFF-ST-10000025
1966,CA-2017-110905,09/10/2017,9/15/2017,Second Class,RW-19690,OFF-AP-10003281
1967,CA-2017-165841,12/21/2017,12/28/2017,Standard Class,DB-13210,TEC-PH-10002103
1968,CA-2017-165841,12/21/2017,12/28/2017,Standard Class,DB-13210,OFF-SU-10000898
1969,CA-2017-165841,12/21/2017,12/28/2017,Standard Class,DB-13210,OFF-PA-10001144
1970,CA-2017-117485,9/23/2017,9/29/2017,Standard Class,BD-11320,TEC-AC-10004659
1971,CA-2017-140242,05/06/2017,05/11/2017,Standard Class,ML-17755,OFF-AR-10004752
1972,CA-2017-140242,05/06/2017,05/11/2017,Standard Class,ML-17755,TEC-AC-10004659
1973,CA-2014-148950,12/14/2014,12/19/2014,Standard Class,JD-16015,OFF-BI-10001249
1974,CA-2014-148950,12/14/2014,12/19/2014,Standard Class,JD-16015,OFF-FA-10003059
1975,CA-2014-148950,12/14/2014,12/19/2014,Standard Class,JD-16015,TEC-AC-10002718
1976,CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225,OFF-ST-10001522
1977,CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225,TEC-PH-10002352
1978,CA-2014-110408,10/18/2014,10/20/2014,Second Class,AS-10225,FUR-CH-10003774
1979,CA-2015-109939,05/08/2015,05/12/2015,Standard Class,AA-10375,OFF-AR-10000127
1980,CA-2016-112669,4/14/2016,4/14/2016,Same Day,KT-16465,FUR-CH-10004086
1981,CA-2016-112669,4/14/2016,4/14/2016,Same Day,KT-16465,OFF-ST-10001228
1982,CA-2015-119592,12/14/2015,12/16/2015,Second Class,MM-18280,OFF-BI-10004187
1983,CA-2014-122749,12/03/2014,12/09/2014,Standard Class,NG-18430,TEC-PH-10003811
1984,CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825,OFF-AP-10000240
1985,CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825,FUR-FU-10001940
1986,CA-2014-164721,11/25/2014,11/27/2014,Second Class,LW-16825,OFF-PA-10000575
1987,CA-2016-147417,7/25/2016,7/27/2016,First Class,CB-12415,TEC-CO-10001449
1988,CA-2015-127509,11/09/2015,11/13/2015,Standard Class,AS-10090,OFF-BI-10002393
1989,CA-2015-127509,11/09/2015,11/13/2015,Standard Class,AS-10090,FUR-TA-10002855
1990,CA-2015-127509,11/09/2015,11/13/2015,Standard Class,AS-10090,OFF-EN-10000781
1991,CA-2015-127509,11/09/2015,11/13/2015,Standard Class,AS-10090,OFF-PA-10002160
1992,CA-2017-111374,2/24/2017,2/28/2017,Standard Class,CB-12415,OFF-BI-10004970
1993,CA-2017-133648,6/25/2017,07/02/2017,Standard Class,ML-17755,OFF-LA-10003923
1994,CA-2017-133648,6/25/2017,07/02/2017,Standard Class,ML-17755,OFF-AR-10002257
1995,CA-2017-133648,6/25/2017,07/02/2017,Standard Class,ML-17755,OFF-FA-10004395
1996,US-2017-147221,12/02/2017,12/04/2017,Second Class,JS-16030,OFF-AP-10002534
1997,US-2017-147221,12/02/2017,12/04/2017,Second Class,JS-16030,FUR-FU-10004020
1998,CA-2014-131905,02/06/2014,02/09/2014,First Class,ND-18460,OFF-LA-10002787
1999,CA-2014-131905,02/06/2014,02/09/2014,First Class,ND-18460,TEC-PH-10003645
2000,CA-2014-131905,02/06/2014,02/09/2014,First Class,ND-18460,TEC-PH-10001615
2001,CA-2017-166128,04/11/2017,4/18/2017,Standard Class,LW-17215,TEC-AC-10001767
2002,CA-2017-166128,04/11/2017,4/18/2017,Standard Class,LW-17215,OFF-AR-10001221
2003,CA-2017-163510,12/25/2017,12/28/2017,Second Class,JW-15955,OFF-ST-10000563
2004,CA-2017-163510,12/25/2017,12/28/2017,Second Class,JW-15955,FUR-CH-10001146
2005,US-2017-143028,04/11/2017,4/18/2017,Standard Class,SC-20050,OFF-BI-10004738
2006,CA-2014-111150,12/31/2014,01/04/2015,Standard Class,RW-19630,OFF-AR-10000034
2007,CA-2014-111150,12/31/2014,01/04/2015,Standard Class,RW-19630,TEC-AC-10000290
2008,CA-2017-165386,08/03/2017,08/04/2017,First Class,CM-12190,FUR-BO-10003034
2009,CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,OFF-AR-10001315
2010,CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,OFF-AP-10002118
2011,CA-2014-116407,11/15/2014,11/21/2014,Standard Class,JF-15190,OFF-PA-10002137
2012,CA-2015-155761,12/11/2015,12/11/2015,Same Day,SC-20800,TEC-AC-10001606
2013,CA-2015-155761,12/11/2015,12/11/2015,Same Day,SC-20800,OFF-ST-10000943
2014,CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,FUR-CH-10001854
2015,CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,OFF-PA-10000533
2016,CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,OFF-ST-10003716
2017,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,OFF-BI-10000088
2018,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,OFF-LA-10000240
2019,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,OFF-SU-10001165
2020,CA-2015-113110,3/19/2015,3/23/2015,Standard Class,BK-11260,OFF-PA-10002749
2021,CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,OFF-ST-10001490
2022,CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,OFF-PA-10002377
2023,CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,OFF-BI-10004826
2024,CA-2016-168354,9/19/2016,9/21/2016,First Class,RH-19510,FUR-CH-10004675
2025,US-2017-111241,8/20/2017,8/22/2017,Second Class,GM-14500,OFF-BI-10002867
2026,CA-2015-114237,3/13/2015,3/15/2015,First Class,MC-17275,FUR-BO-10004409
2027,CA-2016-113516,09/08/2016,09/10/2016,Second Class,VM-21685,OFF-BI-10002225
2028,CA-2016-113516,09/08/2016,09/10/2016,Second Class,VM-21685,OFF-BI-10001989
2029,CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,OFF-BI-10000343
2030,CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,OFF-ST-10001172
2031,CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,OFF-BI-10003707
2032,CA-2015-117961,11/26/2015,11/30/2015,Standard Class,GP-14740,OFF-PA-10001274
2033,CA-2016-128923,12/09/2016,12/13/2016,Standard Class,GB-14530,OFF-PA-10002250
2034,CA-2016-128923,12/09/2016,12/13/2016,Standard Class,GB-14530,OFF-AR-10000475
2035,CA-2017-162481,9/25/2017,9/29/2017,Standard Class,CT-11995,OFF-BI-10002976
2036,CA-2017-162481,9/25/2017,9/29/2017,Standard Class,CT-11995,FUR-CH-10003061
2037,CA-2015-119214,1/23/2015,1/27/2015,Standard Class,CW-11905,OFF-PA-10002893
2038,CA-2015-119214,1/23/2015,1/27/2015,Standard Class,CW-11905,OFF-LA-10003077
2039,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,OFF-PA-10001661
2040,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,OFF-BI-10004656
2041,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,OFF-BI-10003707
2042,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,FUR-FU-10004973
2043,CA-2015-104493,10/02/2015,10/08/2015,Standard Class,EB-13705,OFF-BI-10004817
